0000045/001.jpg	0	91.479	114.141	152.129	104.737	125.037	138.183	107.522	178.120	157.340	169.566	
0000045/002.jpg	0	95.467	107.488	140.861	106.370	105.352	142.152	102.485	172.559	136.708	172.543	
0000045/003.jpg	0	93.666	108.111	152.216	107.545	133.832	146.768	102.699	185.241	149.177	184.742	
0000045/004.jpg	0	100.254	117.125	149.361	97.833	119.654	148.070	120.469	180.959	165.846	163.522	
0000045/005.jpg	0	142.649	89.935	180.109	102.066	147.753	115.161	130.875	134.727	164.840	145.429	
0000045/006.jpg	0	95.124	112.997	146.893	103.186	123.017	140.567	109.149	172.461	155.277	165.792	
0000045/007.jpg	0	94.406	100.130	152.980	91.523	121.024	123.638	107.164	159.974	155.106	153.080	
0000045/008.jpg	0	95.009	118.413	148.932	101.578	131.981	142.785	112.736	169.054	163.031	154.493	
0000045/009.jpg	0	95.958	112.525	152.128	106.511	124.227	145.550	104.695	172.835	153.947	167.222	
0000045/010.jpg	0	102.268	99.928	154.171	110.595	118.356	140.700	93.167	162.783	132.621	172.152	
0000045/011.jpg	0	112.941	96.539	156.361	117.706	130.068	150.163	84.691	155.664	122.529	171.566	
0000045/012.jpg	0	93.163	108.615	150.386	102.093	124.277	142.797	109.006	179.569	149.431	173.859	
0000045/013.jpg	0	97.335	101.786	151.199	98.410	132.421	140.184	104.440	168.909	147.290	166.215	
0000045/014.jpg	0	132.170	104.265	155.695	101.572	146.721	114.924	137.586	128.491	156.179	127.310	
0000045/015.jpg	0	101.122	106.424	152.765	102.675	138.303	142.282	106.347	176.224	149.171	172.698	
0000099/001.jpg	1	98.307	108.245	153.330	105.014	113.101	146.465	106.213	177.482	146.191	175.835	
0000099/002.jpg	1	92.919	102.657	153.207	101.976	123.122	141.448	94.896	167.610	152.611	167.360	
0000099/003.jpg	1	100.667	106.291	153.678	114.129	136.458	138.153	103.680	169.238	143.577	176.072	
0000099/004.jpg	1	112.872	110.053	155.415	108.727	153.305	144.481	113.878	170.212	151.424	168.342	
0000099/005.jpg	1	94.919	105.452	155.216	105.160	118.566	148.423	99.464	169.664	154.138	169.908	
0000099/006.jpg	1	97.946	108.295	155.183	106.011	123.982	141.753	101.841	170.000	151.613	169.396	
0000099/007.jpg	1	93.854	107.948	151.180	107.698	111.664	150.261	95.725	173.593	150.951	171.872	
0000099/008.jpg	1	96.748	106.192	153.864	104.169	127.024	143.860	102.267	167.989	152.468	166.400	
0000099/009.jpg	1	92.542	108.542	152.470	104.688	121.131	150.423	96.233	173.005	155.258	168.547	
0000099/010.jpg	1	93.414	110.492	148.081	104.532	126.487	143.092	103.258	170.176	147.962	164.227	
0000099/011.jpg	1	98.241	104.604	154.186	107.270	130.886	143.183	96.652	165.896	145.064	168.445	
0000099/012.jpg	1	96.380	104.665	152.457	105.932	127.258	141.736	98.425	167.150	148.118	167.842	
0000099/013.jpg	1	93.427	109.475	154.536	103.810	132.655	146.239	97.255	172.798	156.014	167.858	
0000099/014.jpg	1	96.548	103.198	154.628	111.491	127.702	138.999	94.901	171.303	139.636	177.386	
0000099/015.jpg	1	96.732	112.576	132.878	110.012	97.851	144.515	99.942	175.837	132.889	172.093	
0000099/016.jpg	1	93.230	107.389	143.369	107.118	100.322	143.726	96.605	173.741	139.050	174.289	
0000099/017.jpg	1	89.652	109.956	145.823	100.210	117.233	146.483	102.170	173.385	156.404	164.996	
0000099/018.jpg	1	94.924	107.247	151.746	108.281	124.847	140.479	98.407	165.680	147.720	166.924	
0000099/019.jpg	1	99.180	105.948	151.943	105.769	132.500	142.842	101.193	162.696	147.247	162.406	
0000099/020.jpg	1	96.841	106.905	150.692	106.335	118.273	141.383	92.790	164.867	150.909	166.322	
0000099/021.jpg	1	105.916	106.619	144.024	105.710	121.858	131.695	109.617	148.216	142.198	147.750	
0000099/022.jpg	1	90.548	106.726	151.256	97.310	129.953	145.187	103.835	171.549	157.575	162.939	
0000099/023.jpg	1	94.812	101.311	155.523	100.775	121.471	147.000	98.515	163.898	156.813	163.942	
0000099/024.jpg	1	92.719	99.685	156.951	98.577	119.011	143.664	101.389	172.763	152.791	173.990	
