6666666/1.png	10575	80.019	94.511	175.266	100.895	125.321	141.582	85.265	189.472	154.607	195.377	
6666666/10.png	10575	91.088	97.091	175.938	96.730	138.423	144.430	105.413	199.331	167.012	196.902	
6666666/100.png	10575	95.000	93.497	197.736	97.834	145.881	143.304	106.456	198.743	182.621	202.413	
6666666/101.png	10575	86.502	109.114	201.429	109.769	144.340	163.870	98.337	225.725	185.763	229.689	
6666666/102.png	10575	87.078	118.998	205.837	121.757	149.409	179.783	100.313	247.320	189.006	250.897	
6666666/103.png	10575	102.863	120.500	219.391	123.312	162.243	183.174	120.070	248.167	201.053	252.643	
6666666/104.png	10575	104.129	128.272	236.072	134.882	170.932	199.982	119.333	278.207	217.768	284.009	
6666666/105.png	10575	109.392	130.330	243.897	132.509	180.748	192.625	130.489	265.768	226.353	269.410	
6666666/106.png	10575	105.858	129.450	226.463	130.995	168.959	184.571	122.285	262.825	210.220	264.346	
6666666/107.png	10575	79.666	93.203	179.069	92.510	129.233	130.030	89.882	185.259	167.901	185.728	
6666666/108.png	10575	72.567	97.214	169.524	96.112	121.823	135.405	84.889	192.421	158.769	192.618	
6666666/109.png	10575	74.584	100.380	162.995	98.461	121.223	135.386	87.016	195.016	154.796	194.059	
6666666/11.png	10575	65.184	93.037	155.467	90.834	116.524	141.252	79.472	194.392	147.997	191.089	
6666666/110.png	10575	72.311	92.367	153.559	89.862	111.067	126.631	82.185	178.189	144.266	177.475	
6666666/111.png	10575	63.102	75.471	143.271	74.849	103.213	104.511	73.007	150.626	134.294	150.481	
6666666/112.png	10575	63.457	72.681	135.009	69.871	98.780	96.089	75.597	140.976	127.167	140.103	
6666666/113.png	10575	58.873	72.187	131.489	68.459	94.557	100.698	70.758	143.772	123.112	141.364	
6666666/114.png	10575	56.659	76.106	125.574	72.530	86.336	101.660	64.234	146.471	115.599	143.721	
6666666/115.png	10575	50.524	73.315	115.844	68.467	81.610	94.024	60.433	136.709	109.564	133.284	
6666666/116.png	10575	54.005	72.506	115.989	68.432	84.484	92.118	61.992	133.244	109.276	131.074	
6666666/117.png	10575	47.244	62.773	107.492	60.849	74.666	84.583	53.626	124.354	99.116	122.413	
6666666/118.png	10575	42.995	60.518	100.288	58.727	68.779	79.948	48.302	118.144	91.897	116.663	
